company,contact_name,email,phone,address,city,state,agency,bid_title,bid_number
"Universal Engineering Sciences, LLC",Brian Meikle,bmeikle@universalengineering.com,407-536-9213,3532 Maggie Boulevard,Orlando,Florida,City of Richmond,BUILDING FOUNDATION INVESTIGATION AND FOUNDATION REMEDIATION WORK AT CITY OF RICHMOND FIRE STATION NO. 63,
"URETEK USA, Inc",Matt Eversole,meversole@uretekusa.com,831-535-3998,13900 Humble Road,Tomball,Texas,City of Richmond,BUILDING FOUNDATION INVESTIGATION AND FOUNDATION REMEDIATION WORK AT CITY OF RICHMOND FIRE STATION NO. 63,
"URETEK USA, Inc.",Kyle Olsen,kolsen@uretekusa.com,909-816-4038,1925 E Highland Court,Ontario,California,City of Richmond,BUILDING FOUNDATION INVESTIGATION AND FOUNDATION REMEDIATION WORK AT CITY OF RICHMOND FIRE STATION NO. 63,
"Wiss, Janney, Elstner Associates, Inc.",Nichole Hoeppner,nhoeppner@wje.com,510-428-2907,"2000 Powell Street, Suite 1650, Fax: 510-428-0456",Emeryville,California,City of Richmond,BUILDING FOUNDATION INVESTIGATION AND FOUNDATION REMEDIATION WORK AT CITY OF RICHMOND FIRE STATION NO. 63,
Yerba Buena Engineering & Construction,Miguel Galarza,mgalarza@yerba-buena.net,415-822-4400,"1340 Egbert Avenue, Fax: 415-822-0900","San Francisco,",California,City of Richmond,BUILDING FOUNDATION INVESTIGATION AND FOUNDATION REMEDIATION WORK AT CITY OF RICHMOND FIRE STATION NO. 63,
ZFA Structural Engineers,Leslie Patterson,Kevinz@zfa.com,707-526-0992,"250 D Street, Suite 200",Santa Rosa,California,City of Richmond,BUILDING FOUNDATION INVESTIGATION AND FOUNDATION REMEDIATION WORK AT CITY OF RICHMOND FIRE STATION NO. 63,
Bay Area EV LLC,Richard Muro,rmurosalazar@gmail.com,510-221-7221,3701 Collins Ave. STE 1A,Richmond,California,City of Richmond,General Warehouse Graffiti Removal with Special and Technical Provisions,
Big Al's Grime Fighters,Tim Covington,tcgrimefighter@aol.com,510-435-7753,"PO Box 55252 Hayward, CA",Hayward,California,City of Richmond,General Warehouse Graffiti Removal with Special and Technical Provisions,
Blackhawk Painting Inc.,Joseph Hoberg,joseph@blackhawkpainting.com,707-898-3811,"821 Eubanks Ste A, 7075807421",Vacaville,California,City of Richmond,General Warehouse Graffiti Removal with Special and Technical Provisions,
"Kept Companies, Inc",Eric Schatteman,erics@keptcompanies.com,813-918-9149,"26 Law Drive, Section E, 2nd Floor, 8139189149",Fairfield,New Jersey,City of Richmond,General Warehouse Graffiti Removal with Special and Technical Provisions,
Lg Engineering,Leonardo Quintero,leonardoq84@gmail.com,510-932-8212,102 MARKET AVE,richmond,California,City of Richmond,General Warehouse Graffiti Removal with Special and Technical Provisions,
Nonpareil Ventures LLC,Zeeshan Ahmed,seanahmed@gmail.com,415-404-7409,"710 C ST STE 206, Fax: 415-456-9735",SAN RAFAEL,California,City of Richmond,General Warehouse Graffiti Removal with Special and Technical Provisions,
"PPWPM, INC.",Brandon Cody,franadmin@ppwpm.com,510-691-5797,"12893 Alcosta Blvd Suite G,",San Ramon,California,City of Richmond,General Warehouse Graffiti Removal with Special and Technical Provisions,
Universal Building Services and Supply Co.,Kristin Kirkman,Kristink@ubsco.com,510-527-1078,"3120 Pierce Street, Fax: 510-526-7289",Richmond,California,City of Richmond,General Warehouse Graffiti Removal with Special and Technical Provisions,
"Woods Maintenance Services, Inc.","Woods Maintenance Services, Inc.",joshwoods@graffiticontrol.com,818-764-2515,7250 Coldwater Canyon Ave,North Hollywood,California,City of Richmond,General Warehouse Graffiti Removal with Special and Technical Provisions,
Best Construction Inc,Rafael Barboza,info@bestconstruction.pro,510-804-5696,1808 Canyon Drive,Pinole,California,City of Richmond,NICHOLL PARK TENNIS COURTS RENOVATION,
C.H. Court Tech,Corey Hardick,tenniscourts@cox.net,619-540-3456,"10035 Carroll Canyon Rd, 6195403456",San Diego,California,City of Richmond,NICHOLL PARK TENNIS COURTS RENOVATION,
City of Richmond,Darcie,Darcie_DeLashmutt@ci.richmond.ca.us,510-672-3944,450 Civic Center Plaza,Richmond,California,City of Richmond,NICHOLL PARK TENNIS COURTS RENOVATION,
Emerge Construction Inc,Michelle Metoyer,info@emergeconcrete.com,415-508-8048,4320 San Pablo Ave #101,Emeryville,California,City of Richmond,NICHOLL PARK TENNIS COURTS RENOVATION,
Frontline General Engineering Construction Inc,Jesus Pedroza,estimating@frontlinegeconstruction.com,510-954-0739 ext. 2,4448 W Pine Haven Dr,Tracy,California,City of Richmond,NICHOLL PARK TENNIS COURTS RENOVATION,
Acelerar technologies,Karishma,Karishma.lawania@acelerartech.com,995-353-6893,city of Richmond,Richmond,California,City of Richmond,Consultant Services to Assist with Transition Planning for the City’s Residential Rental Inspection Program (RFP) B#03202026-RRIP,
Amalia Cunningham Consulting,Amalia Cunningham,amalia.cunningham@gmail.com,510-644-2265,6823 Lincoln Avenue,El Cerrito,California,City of Richmond,Consultant Services to Assist with Transition Planning for the City’s Residential Rental Inspection Program (RFP) B#03202026-RRIP,
Ardent Technologies Inc,Vas Appalaneni,vendorregistration@ardentinc.com,937-312-1345,6234 Far Hills Avenue,Dayton,Ohio,City of Richmond,Consultant Services to Assist with Transition Planning for the City’s Residential Rental Inspection Program (RFP) B#03202026-RRIP,
Briggs Performance Consulting,Estie Briggs,estiebriggs@gmail.com,510-823-4847,2171 Pyramid Dr,Richmond,California,City of Richmond,Consultant Services to Assist with Transition Planning for the City’s Residential Rental Inspection Program (RFP) B#03202026-RRIP,
Collis Grants & Research,Louise Collis,collisgrants@gmail.com,707-290-2635,1837 Four Winds Dr,Nixa,Missouri,City of Richmond,Consultant Services to Assist with Transition Planning for the City’s Residential Rental Inspection Program (RFP) B#03202026-RRIP,
contact@datamanusa.com,Nidhi Saxena,contact@datamanusa.com,720-248-3110,"6890S Tucson Way • Suite 100 • Centennial, CO",centennial,Colorado,City of Richmond,Consultant Services to Assist with Transition Planning for the City’s Residential Rental Inspection Program (RFP) B#03202026-RRIP,
Environmental Science Associates,NorCal Marketing,ncmarketingrfp@esassoc.com,916-564-4500,"550 Kearny Street, Suite 800",San Francisco,California,City of Richmond,Consultant Services to Assist with Transition Planning for the City’s Residential Rental Inspection Program (RFP) B#03202026-RRIP,
Ground Works Consulting,Lin Chin,lin@groundworksconsulting.org,510-255-1226,PO Box 3896,Oakland,California,City of Richmond,Consultant Services to Assist with Transition Planning for the City’s Residential Rental Inspection Program (RFP) B#03202026-RRIP,
incent llc,Chris,krishsinghi@incentconsulting.com,310-499-6417,2600 Virginia Ave NW,Washington,California,City of Richmond,Consultant Services to Assist with Transition Planning for the City’s Residential Rental Inspection Program (RFP) B#03202026-RRIP,
Just Cities Institute,Margaretta Lin,margaretta@justcities.work,510-409-8653,2150 Allston Way Suite 270,Berkeley,California,City of Richmond,Consultant Services to Assist with Transition Planning for the City’s Residential Rental Inspection Program (RFP) B#03202026-RRIP,
"MNS Engineers, Inc.",Miranda Patton,bd@mnsengineers.com,805-692-6921,"111 N. Market Street, Suite 440, Fax: 805-692-6931",San Jose,California,City of Richmond,Consultant Services to Assist with Transition Planning for the City’s Residential Rental Inspection Program (RFP) B#03202026-RRIP,
outsource execs llc,Lupe Amith,outsourceexecs@gmail.com,760-257-5130,46466 Calle Raphael,Indio,California,City of Richmond,Consultant Services to Assist with Transition Planning for the City’s Residential Rental Inspection Program (RFP) B#03202026-RRIP,
"Plante & Moran, PLLC",Mike Riffel,itcgovbids@plantemoran.com,312-602-3539,"3000 Town Center, Suite #100",Southfield,Michigan,City of Richmond,Consultant Services to Assist with Transition Planning for the City’s Residential Rental Inspection Program (RFP) B#03202026-RRIP,
Redwood Resources,Schenae Rourk,srourk@redwoodresources.net,3103567619,"6425 Green Valley Circle, Unit 306, Culver City 90230",,,City of Richmond,Consultant Services to Assist with Transition Planning for the City’s Residential Rental Inspection Program (RFP) B#03202026-RRIP,
"Sjoberg Evashenk Consulting, Inc.",Kurt Sjoberg,rfp@secteam.com,916-443-1300,"455 Capitol Mall #700, Fax: 916-443-1350",Sacramento,California,City of Richmond,Consultant Services to Assist with Transition Planning for the City’s Residential Rental Inspection Program (RFP) B#03202026-RRIP,
The Concourse Group LLC,Virginia Halley,vhalley@theconcoursegroup.com,410-267-6064,"2553 Housley Rd, Suite 100",Annapolis,Maryland,City of Richmond,Consultant Services to Assist with Transition Planning for the City’s Residential Rental Inspection Program (RFP) B#03202026-RRIP,
Thurmond Consulting LLC,Alexis Stewart,alexis@thurmondconsultingllc.com,415-410-7674,"2121 Natomas Crossing Dr, Suite 200-288",Sacramento,California,City of Richmond,Consultant Services to Assist with Transition Planning for the City’s Residential Rental Inspection Program (RFP) B#03202026-RRIP,
"361 Construction, Inc.",Sasa Saratlija,office@361construction.com,415-881-8787,3323 Vale Avenue,Oakland,California,City of Walnut Creek,CP010146 City Hall BMS Replacement,
ACME Integrated Services,Miguel Ayala,miguela@acmeintegratedservices.com,925-329-5609,"712 Bancroft Rd, Unit 921",Walnut Creek,California,City of Walnut Creek,CP010146 City Hall BMS Replacement,
Bay Area Builders Exchange,Jeannie Kwan,jeannie@bayareabx.com,510-483-8880,"3055 Alvarado Street, Fax: 510-352-1509",San Leandro,California,City of Walnut Creek,CP010146 City Hall BMS Replacement,
"BEAM Construction Enterprises, Inc",Michelle Dolan,info@beamconstructioninc.com,650-302-8600,234 Taraval St,"San Francisco, CA",California,City of Walnut Creek,CP010146 City Hall BMS Replacement,
"CamMer Electric, Inc",Ariana Camacho,bidding@cammerelectric.com,626-335-4661,"117 S Pennsylvania Ave, B",Glendora,California,City of Walnut Creek,CP010146 City Hall BMS Replacement,
Conti LLC,Andrew Forsstrom,aforsstrom@conticorporation.com,310-916-9950,6417 Center Drive,Sterling Heights,Michigan,City of Walnut Creek,CP010146 City Hall BMS Replacement,
Contra Costa Compliance,David Johnsen,djohnsen@contracostacompliance.com,925-372-0302,PO Box 5218,Concord,California,City of Walnut Creek,CP010146 City Hall BMS Replacement,
Famand Inc,Rich Boe,rboe@ies-hvac.com,925-724-9150,1512 Silica Ave.,Sacramento,California,City of Walnut Creek,CP010146 City Hall BMS Replacement,
Hartmanaire,Cindy McClanahan,info.hartmanaire@gmail.com,951-479-6855,114 High Meadow Building 30,Lake Forest,California,City of Walnut Creek,CP010146 City Hall BMS Replacement,
Leed Mechanical,Nathan Harvey,nharvey@leedmechanical.net,916-851-8617,11292 Sunrise Park Drive,Rancho Cordova,California,City of Walnut Creek,CP010146 City Hall BMS Replacement,
Next Level HVAC Energy Management Systems,Ty Kincade,bookings@nextlevelems.com,213-660-9702,1530 West Whittier Blvd,La Habra,California,City of Walnut Creek,CP010146 City Hall BMS Replacement,
PCD,Bianca Montalvo,bids@pcdinc.net,707-546-3633,"1032 Maxwell Drive, Fax: 707-575-6818",Santa Rosa,California,City of Walnut Creek,CP010146 City Hall BMS Replacement,
Advanced Asset Inspection,Douglas Velez,douglas@aaiinfo.com,310-350-7224,,Sacramento,California,City of San Diego,Sodium Chloride for the Otay Water Treatment Plant,10090499-26-Z
Alumichem USA Inc.,Joshua Kortekaas,orders-usa@alumichem.com,6048346616,"Unit 1 3531 Viking Way, Richmond British Columbia V6V1W1",,,City of San Diego,Sodium Chloride for the Otay Water Treatment Plant,10090499-26-Z
"Brenntag Pacific, LLC",Laura Tua,ltua@brenntag.com,562-903-9626 ext. 9389,"10747 Patterson Place, Fax: 562-944-7484",Santa Fe Springs,California,City of San Diego,Sodium Chloride for the Otay Water Treatment Plant,10090499-26-Z
Davenport Legacy Group LLC,Maximus Davenport,maximus@davenportlegacy.com,858-999-7013,3872 Caminito De Tatan,San Diego,California,City of San Diego,Sodium Chloride for the Otay Water Treatment Plant,10090499-26-Z
Fisher Scientific Company L.L.C.,Porscha Dunn,porscha.dunn2@thermofisher.com,724-316-2179,300 Industry Drive,Pittsburgh,Pennsylvania,City of San Diego,Sodium Chloride for the Otay Water Treatment Plant,10090499-26-Z
"FST Sand & Gravel, Inc",leigha gomez,lagomez@fstsand.com,951-277-8440,PO BOX 2798,Corona,California,City of San Diego,Sodium Chloride for the Otay Water Treatment Plant,10090499-26-Z
HAMZA LLC,Ginan Amir Al-Baiati,hamzallcinfo@gmail.com,619-751-3440,2809 Sandover Ct.,Bonita,California,City of San Diego,Sodium Chloride for the Otay Water Treatment Plant,10090499-26-Z
"I-2-I Solutions, Inc.",Zakaria Benyahia,zbenyahia@i-2-isolutions.com,804-575-4851,6802 Paragon Place | Suite 410,Richmond,Virginia,City of San Diego,Sodium Chloride for the Otay Water Treatment Plant,10090499-26-Z
MarVista Resources,Brett Baize,bbaize@marvistaresources.com,559-858-0268,1190 Orange Avenue,San Diego,California,City of San Diego,Sodium Chloride for the Otay Water Treatment Plant,10090499-26-Z
"Morton Salt, Inc.",Lisa Petramala,bids@mortonsalt.com,312-807-2887,"444 West Lake Street, Suite 2900, Fax: 312-896-9208",Chicago,California,City of San Diego,Sodium Chloride for the Otay Water Treatment Plant,10090499-26-Z
Noor Consulting,Maryan Noor,noorfreightllc@gmail.com,619-530-6292,2686 Marsha Court,San Diego,California,City of San Diego,Sodium Chloride for the Otay Water Treatment Plant,10090499-26-Z
Otay Mountain Supply LLC,Emilio Aldaz,ealdaz@otaymtnsupply.com,619-582-5407,972 Wind Cave Pl,Chula Vista,California,City of San Diego,Sodium Chloride for the Otay Water Treatment Plant,10090499-26-Z
"Power One, LLC.",Andrea,bids@power1ais.com,714-462-8339,"2550 E. Miraloma Way, Suite #200, Fax: 714-462-8385",Anaheim,California,City of San Diego,Sodium Chloride for the Otay Water Treatment Plant,10090499-26-Z
SoCal Saltworks LLC,Tony Ortega,tony.ortega@socalsaltworks.com,619-535-7267,1470 Bay Blvd.,Chula Vista,California,City of San Diego,Sodium Chloride for the Otay Water Treatment Plant,10090499-26-Z
Step Saver CA LLC,Ben Ragains,sales@step-saver.com,310-387-5129,1917 W 2425 S,Woods Cross,Utah,City of San Diego,Sodium Chloride for the Otay Water Treatment Plant,10090499-26-Z
Univar Solutions USA LLC.,Muni Team,muniteam@univarusa.com,253-872-5040,"8201 South 212th Street, Fax: 253-872-5041",Kent,Washington,City of San Diego,Sodium Chloride for the Otay Water Treatment Plant,10090499-26-Z
"Univar Solutions USA, LLC",Jennifer Perras,muniteam-west@univarsolutions.com,253-872-5040,8201 S 212th St.,Kent,Washington,City of San Diego,Sodium Chloride for the Otay Water Treatment Plant,10090499-26-Z
Water Works Engineers,Jodi Wagner,proposals@wwengineers.com,916-758-2783,"2260 Douglas Blvd, Suite 105",Roseville,California,City of San Diego,Sodium Chloride for the Otay Water Treatment Plant,10090499-26-Z
3H & 3H Inc.,Kristina Woo,kristina.woo@3h3h.net,404-820-8338,P.O. Box 247,Buford,Georgia,City of San Diego,Janitorial Services,10090204-26-E
A.James Consulting Group,Oneisha James,a.jamesconsultinggroup@gmail.com,323-818-6398,870 Morada PL,Altadena,California,City of San Diego,Janitorial Services,10090204-26-E
AC&K Services LLC,Abraham I Cambambia,ackservicesinfo@gmail.com,619-799-9225,374 E. H St. #A704,Chula Vista,California,City of San Diego,Janitorial Services,10090204-26-E
Alamilla Enterprises LLC,Julian E Alamilla,alamillajulian@live.com,909-501-4472,864 Grand Ave #1048,SAN DIEGO,California,City of San Diego,Janitorial Services,10090204-26-E
Allied Universal Janitorial Services,Nicola Searle,Nicola.Searle@aus.com,619-733-4772,8007 Vickers St,San Diego,California,City of San Diego,Janitorial Services,10090204-26-E
AM JANITORIAL & BUILDING SERVICES INC,Laura Ayala,info@amjans.com,619-948-3837,1607 Cheyenne Dr,Chula Vista,California,City of San Diego,Janitorial Services,10090204-26-E
APK CLEANING,Andrew Kasawdish,APKCLEANINGSD@GMAIL.COM,619-322-9486,1789 Sea Pines Road,El Cajon,California,City of San Diego,Janitorial Services,10090204-26-E
Astro Cleaning Services LLC,Javier,javier@astrocleaningusa.com,619-827-3620,1351 Max Avenue,Chula Vista,California,City of San Diego,Janitorial Services,10090204-26-E
"Awn-Guard, Inc",Dawn Wood,dawn@awnguard.com,760-435-1367,PO Box 547,San Luis Rey,California,City of San Diego,Janitorial Services,10090204-26-E
"Aztec Landscaping, Inc.",Rafael Aguilar,rafael@azteclandscaping.com,619-464-3303 ext. 110,"7980 Lemon Grove Way, Fax: 619-460-1106",Lemon Grove,California,City of San Diego,Janitorial Services,10090204-26-E
Blue Collar Contracting,Leon Howard,wearebluecollar@gmail.com,412-863-3096,"600 W Santa Ana Blvd, STE 114A",Santa Ana,California,City of San Diego,Janitorial Services,10090204-26-E
BM Elite Builders LLC,Melony Landrum,melb@bmelitebuilders.com,619-370-5810,"1121 Forth Ave, Apt 605",Chula Vista,California,City of San Diego,Janitorial Services,10090204-26-E
BriteWorks Inc.,anita ron,services@briteworks.com,626-337-0099,620 N. Commercial ave,Covina,California,City of San Diego,Janitorial Services,10090204-26-E
California cleaning solutions,Mario Chavez,spnohccs@icloud.com,760-470-4088,P.O. Box 1733,Vista,California,City of San Diego,Janitorial Services,10090204-26-E
"California Office Cleaning, inc.",Dustin Landeis,calofficecleaning@gmail.com,949-701-1771,415 Laurel st. 350,San Diego,California,City of San Diego,Janitorial Services,10090204-26-E
Castanedabrothers LLC,Marco Castaneda,marcocastaneda157@gmail.com,760-556-3689,24876 Fir St,Menifee,California,City of San Diego,Janitorial Services,10090204-26-E
CCS Facilities,Jesse Lewis,rfp@ccsbts.com,949-244-8682,"3001 Red Hill Ave, 9492448682",Costa Mesa,California,City of San Diego,Janitorial Services,10090204-26-E
City Wide Facility Solutions,Declan Rector,drector@gocitywide.com,858-424-1964,8902 Activity Rd,San Diego,California,City of San Diego,Janitorial Services,10090204-26-E
"Clarity Car Washing, LLC",David Sinclair,support@clarityhousecleaning.com,619-733-6995,8724 big rock road,santee,California,City of San Diego,Janitorial Services,10090204-26-E
Clean Companies CA,Joshua Mathis,support@cleancoca.com,802-766-1919,615 C Street,San Diego,California,City of San Diego,Janitorial Services,10090204-26-E
Clean Pros LLC,Humberto Valdez,cleanpros619@gmail.com,619-873-7869,248 El Monte rd,El Cajon,California,City of San Diego,Janitorial Services,10090204-26-E
"Cleantech, Inc.",Sean Meer,Sean@cleantechca.com,951-526-6017,"315 S Coast Hwy 101, Ste U #132",Encinitas,California,City of San Diego,Janitorial Services,10090204-26-E
Coast 2 Coast Preservations Inc.,Roland Cordero,bid@diversejanitorial.com,818-306-7666,601 W. County Line Rd,Calimesa,California,City of San Diego,Janitorial Services,10090204-26-E
Coastal House Cleaning,Jason Heard,info@coastalhouseclean.com,619-374-9344,8275 Adams Street,Lemon Grove,California,City of San Diego,Janitorial Services,10090204-26-E
Cohort Corp,Israel Ochoa,Israel@cohortcorp.com,888-694-4824,"5116 Francis St,",Oceanside,California,City of San Diego,Janitorial Services,10090204-26-E
Costa Azul Contracting Group,Jay Munoz,jay@costaazulcg.com,619-488-2224,"404 Camino del Rio S, Suite 602",San Diego,California,City of San Diego,Janitorial Services,10090204-26-E
"Crisp Environments, LLC",Cesar Augusto Bustamante,cbustamante@crispenvironments.com,619-513-7067,600 B Street Suite 300,San Diego,California,City of San Diego,Janitorial Services,10090204-26-E
Derfla Holding Company LLC,Alfred Durosca,derflaholdingcompanyllc@gmail.com,786-642-5230,"6161 El Cajon Blvd, B246",San Diego,California,City of San Diego,Janitorial Services,10090204-26-E
Dexterra Services LLC,Ian Hodge,ian.hodge@dexterra.com,888-820-0388,"4925 Greenville Avenue, Suite 200, #404",Dallas,Texas,City of San Diego,Janitorial Services,10090204-26-E
DH & Company,Dara Harsh,daraharsh@gmail.com,888-447-2348,118 south King Street,Carlsbad,New Mexico,City of San Diego,Janitorial Services,10090204-26-E
DMS Facility Services,Sarah Lampe,sarah.lampe@dmsfacilityservices.com,949-330-3327,"5735 Kearny Villa Rd, Suite 105",San Diego,California,City of San Diego,Janitorial Services,10090204-26-E
DMS FACILITY SERVICES,Jeff Magann,jeff.magann@dmsfacilityservices.com,949-975-1366 ext. 224,2861 EAST CORONADO ST.,ANAHEIM,California,City of San Diego,Janitorial Services,10090204-26-E
"EcoBrite Services, LLC",Shawnee Driskell,marketing@ecobriteservices.com,877-326-2748,"2975 W Executive Pkwy, Suite 141",Lehi,Utah,City of San Diego,Janitorial Services,10090204-26-E
Excellence Professional Cleaning Inc.,Julio Renteria,julio@excellencepc.com,619-426-0066,"331 L st, Fax: 866-246-3338",Chula Vista,California,City of San Diego,Janitorial Services,10090204-26-E
Executive Facilities Services,RJ Storm-Larsen,rjstorm-larsen@execservices.biz,805-705-4195,6865 Weaver St.,Riverside,California,City of San Diego,Janitorial Services,10090204-26-E
Facility Force Corporation,Eugene Hwang,ehwang@f2force.com,707-726-2886,2363 S ATLANTIC BLVD,COMMERCE,California,City of San Diego,Janitorial Services,10090204-26-E
Frontline Contractors L.L.C.,Nicolas Fernandez,nfernandez@frontlinecontractorsusa.com,786-442-7199,"3060 SW 37th Avenue, Unit 1419",Miami,Florida,City of San Diego,Janitorial Services,10090204-26-E
Frontline Facility Solutions LLC,Tim Stone,tim@frontlinefacilitysolutions.com,619-875-9996,11786 Hi Ridge Rd,Lakeside,California,City of San Diego,Janitorial Services,10090204-26-E
H.N.W. Building Maintenance,Chris King,chris@cleaningcrew.com,209-470-9794,33 Hammond Suite 207,Irvine,California,City of San Diego,Janitorial Services,10090204-26-E
Icy keepsake LLC,Ieasha Rouser,icykeepsake.ieasha@gmail.com,619-244-6447,"415 FLETCHER PARKWAY, #103 SUITE 123",El Cajon,California,City of San Diego,Janitorial Services,10090204-26-E
Integrated Support Solutions,Jim Flinn,jflinn@e-issi.com,858-833-6555,18034 Ventura Blvd PMB 1011,Encino,Colorado,City of San Diego,Janitorial Services,10090204-26-E
JCC SERVICES INC,Mike Jenkins,mike@jccleans.com,619-836-9132,10606 Camino Ruiz Ste 8 #324,San Diego,California,City of San Diego,Janitorial Services,10090204-26-E
JLKEnterprise LLC,Jerry King,jlkenterprize@gmail.com,619-846-6180,1732 Gamble Ln,Escondido,California,City of San Diego,Janitorial Services,10090204-26-E
Jonco Enterprises Inc,Jaheyla Jones,liz.m@joncowest.com,818-653-3740,271 N Ott Street Suite 23,Corona,California,City of San Diego,Janitorial Services,10090204-26-E
"Servicon Systems, Inc.",Keith Michaels,keith.michaels@servicon.com,310-904-9324,3965 Landmark Street,Culver City,California,City of San Diego,Janitorial Services,10090204-26-E
"Kleen-Tech Services, LLC",Tracy White,bids@kleen-tech.com,866-385-0672,7100 Broadway Suite 6-L,Denver,Colorado,City of San Diego,Janitorial Services,10090204-26-E
KOHA LLC,Jhean Natividad,natividadjhean@gmail.com,669-255-7896,6161 Fairmount Ave Apt 561,San Diego,California,City of San Diego,Janitorial Services,10090204-26-E
LGC Global Energy FM LLC,Tushar,rfp@lgccorp.com,248-789-5621,,Detroit,Michigan,City of San Diego,Janitorial Services,10090204-26-E
Lopez Cleaning Group Inc,LUIS E LOPEZ,lopezcleaninggroup@gmail.com,619-273-1047,3923 coleman Ave,San Diego,California,City of San Diego,Janitorial Services,10090204-26-E
"Lorenzo's Construction and Remodel, LLC",oscar lorenzo,ozlorenzo@lorenzosconstructionandremodel.com,619-727-7670,138 shasta st.,Chula Vista,California,City of San Diego,Janitorial Services,10090204-26-E
MasterCorp Commercial Services,Katie Davis,katie.davis@mastercorp.com,949-606-6491,"18102 Sky Park Circle, Suite E",Irvine,California,City of San Diego,Janitorial Services,10090204-26-E
McCall Cleaners LLC,Josh O'Donnell,jodonnell@mccallcleaning.com,208-271-1812,14 Buckskin Drive,Donnelly,Idaho,City of San Diego,Janitorial Services,10090204-26-E
"MCS, INC",Matt Rector,matt@maintenanceresourcesinc.com,720-412-5655,"702 W 48th Avenue, Unit H",Denver,Colorado,City of San Diego,Janitorial Services,10090204-26-E
MEI COMMERCIAL CLEANING SERVICES LLC,ISABELLA MAYORQUIN RAMIREZ,contact@meicommercialcs.com,858-295-3421 ext. 1,"2573 ULRIC ST, Fax: 858-295-3421",SAN DIEGO,California,City of San Diego,Janitorial Services,10090204-26-E
"MEK Enterprises, Inc",Grant Sawyer,estimating@4mek.com,619-527-0957 ext. 104,11491 woodside ave,Santee,California,City of San Diego,Janitorial Services,10090204-26-E
Mema Post Construction Cleaning LLC,Zulema Anabel Cabanillas Alvarez,memapcleaning@outlook.com,760-330-6915,"1892 Matin Circle, 175",San Marcos,California,City of San Diego,Janitorial Services,10090204-26-E
"Merchants Building Maintenance, LLC",Angel Meza,angel@mbmonline.com,213-494-8805,"435 W Mission Blvd, Suite 100",Pomona,California,City of San Diego,Janitorial Services,10090204-26-E
Mission First Partners LLC,Tom Hagos,tom@callmissionfirst.com,404-905-2228,PO Box 12421,Atlanta,Georgia,City of San Diego,Janitorial Services,10090204-26-E
"MSC Janitorial Service, Inc.",Nolbert Navarro,nolbert@mscjanitorial.com,858-653-3909 ext. 302,"12655 Danielson Ct, Suite 301",Poway,California,City of San Diego,Janitorial Services,10090204-26-E
NEW HOPE MANAGEMENT INC,BDuong,newhopemanagement16@gmail.com,619-861-7727,PO Box 261228,San DIego,California,City of San Diego,Janitorial Services,10090204-26-E
"NMS Management, Inc.",David M. Guaderrama,nmsmanagement@msn.com,619-425-0440,"155 W. 35th St, Suite A, Fax: 619-425-2432",National City,California,City of San Diego,Janitorial Services,10090204-26-E
"OPS212, LLC",Noel A Aliceacintron,admin@ops212.com,951-740-2681,"41593 Winchester Rd, Suite 200",Temecula,California,City of San Diego,Janitorial Services,10090204-26-E
Orite Services,Brian OReilly,oriteservice6@gmail.com,951-238-5631,35278 Gatu ct,Wildomar,California,City of San Diego,Janitorial Services,10090204-26-E
Parker Professional Cleaning LLC,Felisha Parker,parkerprofessionalcleaning@gmail.com,619-822-5528,1925 Sonett St,El Cajon,California,City of San Diego,Janitorial Services,10090204-26-E
"Personalized Building Services, LLC",Kaare Olsen,kaare@pbscleans.com,858-254-1271,"9801 Mesa Rim Road, Suite 201",San Diego,California,City of San Diego,Janitorial Services,10090204-26-E
PJ Cephas Corporation,Kathy Kang,kathy@pjcephas.com,818-890-2500,17339 Los Alimos Street,Granada Hills,California,City of San Diego,Janitorial Services,10090204-26-E
PowerBreeze LLC,Maybel Martinez,maybel@powerbreezellc.com,619-760-3722,P.O Box: 1400,National City,California,City of San Diego,Janitorial Services,10090204-26-E
"Premier Property Preservations, LLC",Angelo Varsobia,premier@pppreserves.com,818-796-6033,7449 Studio Road,West Hills,California,City of San Diego,Janitorial Services,10090204-26-E
Pride Industries,Tim Vanover,tim.vanover@prideindustries.com,916-417-4266,10030 Foothills blvd.,Roseville,California,City of San Diego,Janitorial Services,10090204-26-E
"Priority Building Services, LLC.",Eddie Rocha,eddie@priorityservices.net,714-255-2963 ext. 9008,1524 W Mable Street,Anaheim,California,City of San Diego,Janitorial Services,10090204-26-E
"Property Building Maintenance Services, INC",Fernando Ramos,framos.pbms@gmail.com,619-805-7007,430 S. Harbison Ave,National City,California,City of San Diego,Janitorial Services,10090204-26-E
ProShine Global,Chad Harper,aharper7@yahoo.com,619-241-6953,1301 Olive Hills Ave.,El Cajon,California,City of San Diego,Janitorial Services,10090204-26-E
Purple Ribbon Office Solutions,Anita Booker,purpleribbonoffice@gmail.com,317-854-9599,5625 Sunnyside road,Indianapolis,Indiana,City of San Diego,Janitorial Services,10090204-26-E
Safari Business Group LLC,Abraham Tessema,safaricg@gmail.com,619-550-1555,"3601 El Cajon Blvd., Fax: 619-550-1888",San Diego,California,City of San Diego,Janitorial Services,10090204-26-E
Serv One Janitorial Inc.,Keith Wade,vincewade14@gmail.com,951-837-8238,26900 Winchester Creek Ave Apt 4204,Murrieta,California,City of San Diego,Janitorial Services,10090204-26-E
